"site_id","building_id","primary_use","square_feet","floor_count","row_id","year_built","latent_y","latent_s","latent_r"
2,221,Education,204349,1,222,2000,0,5.3103724,3
14,1261,Office,42942,1,1262,1966,34,4.632882,4
13,1219,Office,91316,1,1220,1982,18,4.960547,4
14,1254,Education,24979,1,1255,1998,2,4.397575,4
3,478,Residential,31283,1,479,1942,58,4.4953084,3
2,218,Community,16411,1,219,1968,32,4.215135,3
7,793,Education,150695,6,794,1971,29,4.3999333,4
3,481,Education,104294,1,482,1983,17,5.0182595,3
0,79,Office,36240,1,80,2017,17,4.5591884,2
8,872,Community,3627,1,873,1976,24,3.5595477,4
3,342,Residential,15420,1,343,2001,1,4.1880846,3
1,114,Education,139683,13,115,1965,35,4.031166,2
4,593,Education,66203,6,594,2022,22,4.0426936,3
15,1357,Office,21618,1,1358,1971,29,4.3348155,4
3,551,Office,30525,1,552,2020,20,4.484656,3
0,10,Entertainment,370773,1,11,1998,2,5.569108,1
13,1128,Office,58703,1,1129,1998,2,4.76866,4
12,1058,Education,84346,1,1059,2020,20,4.9260645,4
3,488,Education,69600,1,489,1915,85,4.8426094,3
9,972,Education,282152,1,973,1975,25,5.4504833,4
3,324,Entertainment,11910,1,325,1979,21,4.075912,3
2,193,Office,6203,1,194,2006,6,3.7926018,3
15,1430,Office,53303,1,1431,1988,12,4.726752,4
2,209,Education,193294,1,210,2013,13,5.286218,3
9,920,Education,85623,1,921,2019,19,4.9325905,4
4,629,Education,40835,6,630,1938,62,3.832828,3
15,1420,Entertainment,95079,1,1421,1982,18,4.9780846,4
8,863,Community,19823,1,864,2007,7,4.297169,4
3,314,Education,225000,1,315,1995,5,5.3521824,3
2,192,Education,151637,1,193,1990,10,5.180805,3
2,244,Education,95717,1,245,1975,25,4.980989,3
0,37,Residential,53130,1,38,2009,9,4.72534,2
7,795,Education,387500,6,796,1967,33,4.810118,4
15,1428,Education,28432,1,1429,1940,60,4.4538074,4
13,1079,Education,14185,1,1080,2022,22,4.1518292,4
13,1115,Services,42028,1,1116,1994,6,4.6235385,4
12,1044,Education,150673,4,1045,1978,22,4.5759726,4
2,289,Entertainment,9666,1,290,2012,12,3.985247,3
8,842,Community,7292,1,843,1976,24,3.8628466,4
0,92,Office,10779,1,93,1977,23,4.0325785,2
3,477,Community,21600,1,478,1992,8,4.3344536,3
14,1229,Office,27646,1,1230,1999,1,4.4416323,4
3,305,Office,8637,1,306,1990,10,3.936363,3
7,789,Education,64583,1,790,1930,70,4.810118,4
4,651,Parking,306140,5,652,2014,14,4.78695,4
4,576,Education,86465,7,577,2021,21,4.0917373,3
3,356,Community,4336,1,357,1992,8,3.6370893,3
3,303,Entertainment,15950,1,304,2019,19,4.2027607,3
3,545,Education,21903,1,546,1938,62,4.3405037,3
9,945,Office,332447,1,946,2023,23,5.5217223,4
15,1356,Education,91253,1,1357,2004,4,4.960247,4
14,1238,Office,129707,1,1239,2009,9,5.112963,4
8,847,Entertainment,9303,1,848,1989,11,3.968623,4
5,730,Education,126045,4,731,1973,27,4.498462,4
8,819,Community,6351,1,820,1977,23,3.8028421,4
15,1364,Utility,74922,1,1365,1947,53,4.8746095,4
2,246,Office,202435,1,247,1974,26,5.3062854,3
2,242,Parking,157113,1,243,1994,6,5.1962123,3
10,1023,Education,87976,2,1024,1976,24,4.6433344,4
13,1119,Office,119509,1,1120,2002,2,5.0774007,4
4,633,Parking,98539,2,634,1996,4,4.6925735,4
3,388,Community,30810,1,389,1981,19,4.488692,3
6,774,Residential,93500,1,775,2003,3,4.970812,4
3,308,Community,5033,1,309,1970,30,3.701827,3
3,543,Entertainment,801,1,544,1978,22,2.9036324,3
8,841,Office,5680,1,842,1997,3,3.7543483,4
0,80,Office,156111,1,81,2008,8,5.1934333,2
5,726,Education,120566,2,727,1952,48,4.7801948,4
9,986,Office,34072,1,987,2012,12,4.5323977,4
3,322,Education,37083,1,323,1915,85,4.569175,3
13,1071,Office,10385,1,1072,1996,4,4.0164065,4
2,205,Residential,60086,1,206,2008,8,4.7787733,3
3,468,Office,40000,1,469,2004,4,4.60206,3
0,98,Residential,200933,1,99,2014,14,5.3030515,2
13,1213,Warehouse,39464,1,1214,2006,6,4.596201,4
2,197,Community,102856,1,198,1987,13,5.0122294,3
3,315,Entertainment,20644,1,316,2021,21,4.314794,3
1,137,Entertainment,64024,6,138,1974,26,4.0281644,2
13,1130,Education,280225,1,1131,2013,13,5.447507,4
8,856,Entertainment,2956,1,857,2012,12,3.4707043,4
13,1120,Services,70040,1,1121,1995,5,4.845346,4
13,1070,Residential,230747,1,1071,2022,22,5.3631363,4
13,1094,Office,70852,1,1095,2022,22,4.8503523,4
4,575,Technology,33167,4,576,1970,30,3.918607,3
9,879,Education,110235,1,880,2005,5,5.0423193,4
7,802,Education,290625,19,803,2002,2,4.184578,4
2,167,Residential,86323,1,168,1963,37,4.9361267,3
3,429,Community,11934,1,430,1937,63,4.076786,3
8,844,Entertainment,6944,1,845,1969,31,3.8416097,4
3,319,Community,13100,1,320,1936,64,4.1172714,3
2,252,Education,4314,1,253,1914,86,3.63488,3
4,592,Education,120694,7,593,2019,19,4.2365875,3
2,178,Office,23392,1,179,2013,13,4.369067,3
3,511,Community,12316,1,512,1990,10,4.09047,3
14,1270,Entertainment,18551,1,1271,2001,1,4.2683673,4
2,281,Restaurant,28862,1,282,1972,28,4.460326,3
2,219,Education,96124,1,220,1966,34,4.982832,3
4,623,Education,49388,6,624,1938,62,3.9154527,3
2,177,Entertainment,167066,1,178,1996,4,5.222888,3
15,1354,Education,23232,1,1355,1969,31,4.3660865,4
12,1065,Office,12152,1,1066,1999,1,4.0846477,4
14,1281,Office,103138,1,1282,2012,12,5.0134187,4
13,1197,Services,50552,1,1198,2021,21,4.703738,4
3,325,Education,59200,1,326,1966,34,4.7723217,3
13,1101,Office,71936,1,1102,1967,33,4.8569465,4
0,30,Education,93897,1,31,2006,6,4.9726515,1
5,706,Education,27685,2,707,1926,74,4.1411986,4
5,725,Education,13789,1,726,1926,74,4.1395326,4
4,648,Education,154706,11,649,2016,16,4.148109,4
3,392,Education,53000,1,393,1919,81,4.724276,3
0,66,Residential,37241,1,67,1988,12,4.5710216,2
1,153,Office,16092,3,154,1972,28,3.7294888,2
3,483,Education,207000,1,484,1942,58,5.3159704,3
0,102,Office,15876,1,103,1990,10,4.2007413,2
8,852,Community,10800,1,853,2015,15,4.033424,4
1,118,Education,138316,8,119,1967,33,4.23777,2
3,472,Education,69400,1,473,1918,82,4.8413596,3
5,666,Entertainment,12045,1,667,1983,17,4.0808067,4
8,835,Entertainment,17220,1,836,1973,27,4.236033,4
14,1228,Office,162549,1,1229,1975,25,5.210984,4
1,135,Residential,66532,10,136,1974,26,3.8230176,2
2,187,Education,44203,1,188,1957,43,4.6454515,3
1,140,Office,50020,11,141,2021,21,3.6577249,2
10,1005,Office,26325,1,1006,1979,21,4.420368,4
5,673,Entertainment,36307,2,674,1983,17,4.2589483,4
6,783,Entertainment,143110,1,784,2015,15,5.15567,4
15,1358,Residential,61439,1,1359,1910,90,4.788444,4
13,1098,Office,131745,1,1099,1999,1,5.1197343,4
6,779,Residential,113000,1,780,2000,0,5.0530787,4
9,899,Education,225014,1,900,2019,19,5.3522096,4
0,100,Residential,24456,1,101,1975,25,4.3883853,2
0,103,Education,21657,1,104,2023,23,4.3355985,2
9,951,Office,103924,1,952,1973,27,5.016716,4
13,1126,Education,72332,1,1127,1976,24,4.8593307,4
3,497,Community,7732,1,498,2000,0,3.8882918,3
0,22,Education,3569,1,23,2003,3,3.5525465,1
2,284,Entertainment,230259,1,285,1982,18,5.3622165,3
6,781,Residential,128044,1,782,1972,28,5.1073594,4
15,1438,Education,108971,1,1439,1997,3,5.037311,4
6,765,Entertainment,58562,1,766,2022,22,4.767616,4
3,360,Education,69600,1,361,1956,44,4.8426094,3
0,86,Education,10932,1,87,1993,7,4.0386996,2
2,267,Entertainment,72193,1,268,2020,20,4.858495,3
2,189,Education,7481,1,190,1976,24,3.8739595,3
8,832,Community,26507,1,833,1991,9,4.4233603,4
6,784,Education,190817,1,785,1971,29,5.280617,4
13,1205,Parking,178270,1,1206,1984,16,5.251078,4
14,1273,Office,104089,1,1274,1987,13,5.017405,4
3,350,Education,83800,1,351,1951,49,4.923244,3
15,1344,Education,125507,1,1345,1981,19,5.098668,4
2,206,Community,345837,1,207,1973,27,5.5388713,3
6,762,Education,53651,1,763,2004,4,4.729578,4
13,1153,Technology,89456,1,1154,2014,14,4.9516096,4
4,621,Parking,387,1,622,1962,38,2.5877109,3
7,799,Education,527431,26,800,1983,17,4.307175,4
12,1060,Entertainment,71806,1,1061,2006,6,4.8561606,4
2,161,Education,11329,1,162,2006,6,4.0541916,3
13,1142,Office,103718,1,1143,2003,3,5.0158544,4
3,409,Education,38500,1,410,2023,23,4.5854607,3
8,818,Community,3648,1,819,1968,32,3.5620549,4
2,253,Education,65907,1,254,1971,29,4.8189316,3
3,494,Education,72800,1,495,1966,34,4.8621316,3
4,565,Education,15326,2,566,1961,39,3.884399,3
4,607,Education,34825,2,608,2006,6,4.2408485,3
4,573,Education,23815,4,574,1921,79,3.774736,3
0,38,Office,12769,1,39,2020,20,4.106157,2
15,1373,Education,105434,1,1374,2021,21,5.0229807,4
0,3,Education,23685,1,4,2009,9,4.3744736,1
14,1234,Education,46037,1,1235,2019,19,4.663107,4
8,837,Community,33246,1,838,2010,10,4.5217395,4
14,1311,Residential,66794,1,1312,1968,32,4.8247375,4
3,336,Education,43000,1,337,1930,70,4.6334686,3
15,1394,Entertainment,16351,1,1395,2009,9,4.2135444,4
3,323,Education,282200,1,324,1935,65,5.450557,3
2,290,Office,51732,1,291,1973,27,4.7137594,3
5,713,Education,14973,2,714,1983,17,3.87425,4
5,656,Other,5769,1,657,1983,17,3.7611005,4
13,1135,Education,150393,1,1136,1976,24,5.1772275,4
3,558,Office,89315,1,559,2018,18,4.9509244,3
3,447,Community,21472,1,448,2018,18,4.3318725,3
5,722,Education,31635,3,723,1973,27,4.0230465,4
2,283,Entertainment,51920,1,284,2021,21,4.715335,3
1,139,Community,56629,6,140,1907,93,3.97488,2
13,1200,Entertainment,545351,1,1201,2021,21,5.736676,4
2,181,Education,148829,1,182,2021,21,5.1726875,3
8,824,Community,7820,1,825,2019,19,3.8932068,4
3,522,Office,8000,1,523,1969,31,3.90309,3
0,24,Education,105545,1,25,2008,8,5.0234375,1
2,279,Education,49384,1,280,1974,26,4.6935863,3
13,1190,Office,39807,1,1191,2000,0,4.5999594,4
3,326,Entertainment,45548,1,327,2010,10,4.658469,3
2,232,Entertainment,24345,1,233,1988,12,4.3864098,3
1,134,Residential,49589,8,135,2005,5,3.7922516,2
6,752,Community,38671,1,753,1987,13,4.587385,4
4,610,Entertainment,30160,4,611,1965,35,3.8773713,3
9,882,Education,39143,1,883,2010,10,4.592654,4
15,1432,Education,160673,1,1433,1975,25,5.205943,4
8,804,Office,175618,1,805,1978,22,5.244569,4
7,800,Education,64583,2,801,1962,38,4.5090814,4
5,674,Entertainment,149704,8,675,1983,17,4.2721434,4
8,815,Entertainment,666,1,816,1980,20,2.8234742,4
8,820,Entertainment,648,1,821,1997,3,2.811575,4
15,1391,Entertainment,68693,1,1392,1963,37,4.8369126,4
8,855,Office,48300,1,856,1973,27,4.683947,4
3,371,Entertainment,5554,1,372,1978,22,3.7446058,3
3,562,Education,235000,1,563,2020,20,5.371068,3
1,142,Office,45348,4,143,1993,7,4.054498,2
3,554,Entertainment,26187,1,555,2023,23,4.4180856,3
3,304,Entertainment,194300,1,305,1907,93,5.2884727,3
9,983,Entertainment,122122,1,984,1981,19,5.086794,4
3,461,Education,69400,1,462,1966,34,4.8413596,3
15,1429,Education,40461,1,1430,2009,9,4.6070366,4
7,792,Education,333681,3,793,1945,55,5.0462103,4
3,348,Community,10577,1,349,1976,24,4.0243626,3
3,403,Education,49500,1,404,1969,31,4.6946054,3
15,1431,Community,111360,1,1432,2007,7,5.046729,4
10,1026,Residential,88480,1,1027,2005,5,4.946845,4
0,28,Office,52957,1,29,2023,23,4.723923,1
12,1049,Education,94399,1,1050,2008,8,4.9749675,4
15,1345,Education,20889,1,1346,1983,17,4.3199177,4
8,859,Community,4000,1,860,1987,13,3.60206,4
15,1380,Education,204029,1,1381,2017,17,5.309692,4
9,989,Education,168696,1,990,1976,24,5.2271047,4
9,964,Education,130577,1,965,1975,25,5.1158667,4
13,1129,Office,133100,1,1130,1970,30,5.124178,4
6,756,Residential,44352,1,757,1998,2,4.646913,4
2,258,Education,71224,1,259,1984,16,4.8526263,3
3,321,Community,15913,1,322,1973,27,4.201752,3
13,1184,Residential,74584,1,1185,2022,22,4.872646,4
1,132,Residential,83108,8,133,2002,2,4.016532,2
2,220,Education,122592,1,221,1978,22,5.0884624,3
3,498,Entertainment,14842,1,499,1991,9,4.1714926,3
3,521,Community,12000,1,522,1983,17,4.079181,3
9,970,Services,346056,1,971,1989,11,5.5391464,4
3,411,Entertainment,6139,1,412,1973,27,3.7880976,3
12,1064,Education,131212,1,1065,2023,23,5.1179733,4
4,646,Education,58733,6,647,1930,70,3.990694,4
13,1077,Entertainment,19454,1,1078,1996,4,4.289009,4
3,445,Education,40950,1,446,1917,83,4.612254,3
15,1406,Residential,136522,1,1407,2012,12,5.1352024,4
15,1335,Community,136817,1,1336,1960,40,5.13614,4
6,745,Education,13512,1,746,1967,33,4.1307197,4
2,259,Education,77469,1,260,2017,17,4.8891277,3
13,1141,Parking,20986,1,1142,1975,25,4.3219295,4
2,222,Entertainment,11935,1,223,1946,54,4.0768223,3
2,196,Entertainment,40531,1,197,1982,18,4.607787,3
3,320,Education,105500,1,321,1975,25,5.0232525,3
2,255,Education,49078,1,256,1921,79,4.690887,3
15,1347,Education,322341,1,1348,2002,2,5.5083156,4
0,23,Education,130885,1,24,1992,8,5.11689,1
3,357,Residential,2000,1,358,2012,12,3.30103,3
8,862,Other,27640,1,863,2011,11,4.441538,4
15,1407,Residential,83141,1,1408,2013,13,4.919815,4
5,696,Education,19041,2,697,1983,17,3.978637,4
8,854,Entertainment,92288,1,855,2004,4,4.965145,4
1,107,Education,97532,10,108,2012,12,3.9891381,2
5,724,Education,88856,2,725,1983,17,4.647657,4
15,1400,Residential,21168,1,1401,1935,65,4.32568,4
4,571,Education,47954,3,572,1987,13,4.2036853,3
7,791,Education,150695,5,792,2008,8,4.479129,4
4,624,Education,46204,5,625,1948,52,3.965672,3
9,930,Office,20917,1,931,2003,3,4.3204994,4
9,903,Education,275793,1,904,2021,21,5.440583,4
9,956,Office,86167,1,957,1994,6,4.935341,4
8,827,Office,5839,1,828,1996,4,3.7663386,4
0,33,Residential,38686,1,34,2009,9,4.587554,2
3,502,Community,6010,1,503,2010,10,3.7788744,3
8,826,Community,19446,1,827,1973,27,4.2888303,4
3,375,Office,850354,1,376,1996,4,5.9296,3
3,385,Community,18432,1,386,1980,20,4.2655725,3
8,809,Entertainment,520,1,810,1988,12,2.7160034,4
3,328,Education,47200,1,329,1942,58,4.673942,3
13,1166,Office,63771,1,1167,2008,8,4.804623,4
13,1138,Education,39988,1,1139,2011,11,4.6019297,4
0,8,Education,60809,1,9,2010,10,4.783968,1
4,579,Education,7781,4,580,1917,83,3.2889197,3
8,836,Community,8168,1,837,1999,1,3.9121158,4
13,1146,Community,83155,1,1147,2016,16,4.9198885,4
2,180,Education,24586,1,181,2002,2,4.390688,3
15,1362,Education,113988,1,1363,1930,70,5.056859,4
2,203,Residential,63348,1,204,2014,14,4.801733,3
5,682,Entertainment,64153,5,683,2004,4,4.108227,4
14,1277,Office,45240,1,1278,1979,21,4.655523,4
9,985,Office,34758,1,986,1972,28,4.5410547,4
5,681,Community,41861,3,682,1926,74,4.1446676,4
3,534,Entertainment,898,1,535,2003,3,2.9532764,3
3,493,Education,283000,1,494,2021,21,5.4517865,3
10,1008,Education,74420,2,1009,1970,30,4.5706596,4
6,777,Residential,105791,1,778,2005,5,5.024449,4
3,465,Office,6400,1,466,2010,10,3.80618,3
4,580,Education,104016,4,581,1967,33,4.41504,3
2,190,Education,137040,1,191,1964,36,5.1368475,3
8,850,Community,28590,1,851,2003,3,4.456214,4
13,1167,Office,52748,1,1168,1999,1,4.722206,4
12,1034,Retail,3907,1,1035,2007,7,3.5918434,4
2,286,Residential,32841,1,287,1942,58,4.5164165,3
11,1032,Education,127632,1,1033,2010,10,5.1059594,4
15,1369,Entertainment,53194,1,1370,1960,40,4.7258625,4
13,1212,Community,237518,1,1213,1967,33,5.3756967,4
3,406,Entertainment,2347,1,407,1992,8,3.3705132,3
3,442,Education,70800,1,443,1971,29,4.8500333,3
8,805,Entertainment,3200,1,806,2017,17,3.50515,4
12,1045,Office,33530,1,1046,2018,18,4.5254335,4
8,851,Community,16682,1,852,1987,13,4.222248,4
1,113,Education,100481,9,114,1965,35,4.0478196,2
6,755,Office,42129,1,756,2000,0,4.6245813,4
5,703,Education,34563,1,704,1973,27,4.5386114,4
3,462,Community,9226,1,463,2004,4,3.9650135,3
3,318,Office,105000,1,319,1995,5,5.021189,3
14,1297,Office,21469,1,1298,1983,17,4.331812,4
15,1374,Office,159662,1,1375,1963,37,5.203202,4
5,712,Education,22949,1,713,1983,17,4.3607635,4
3,500,Education,99975,1,501,1975,25,4.9998913,3
5,688,Office,52302,2,689,1973,27,4.417488,4
15,1444,Entertainment,19619,1,1445,1921,79,4.292677,4
10,1024,Education,53855,2,1025,2006,6,4.430188,4
11,1031,Education,93206,1,1032,1995,5,4.969444,4
4,632,Education,41297,6,633,1966,34,3.8377147,4
3,475,Office,474680,1,476,1993,7,5.676401,3
5,720,Education,18202,2,721,1926,74,3.959089,4
3,312,Entertainment,6625,1,313,1981,19,3.8211858,3
3,563,Office,31346,1,564,2012,12,4.496182,3
14,1305,Residential,37803,1,1306,2022,22,4.577526,4
2,237,Community,101262,1,238,1989,11,5.0054464,3
9,885,Residential,40697,1,886,1990,10,4.6095624,4
13,1069,Office,20864,1,1070,1985,15,4.3193974,4
3,316,Community,78550,1,317,2013,13,4.8951464,3
2,156,Community,43681,1,157,2014,14,4.6402926,3
8,839,Office,14150,1,840,1995,5,4.1507564,4
13,1133,Office,82302,1,1134,2008,8,4.9154105,4
3,439,Office,62205,1,440,1999,1,4.793825,3
0,72,Parking,387638,1,73,2009,9,5.588426,2
3,369,Community,6431,1,370,1984,16,3.8082786,3
15,1445,Education,4298,1,1446,1979,21,3.6332664,4
3,438,Community,36562,1,439,1970,30,4.56303,3
0,12,Residential,37100,1,13,2006,6,4.569374,1
4,583,Education,206054,9,584,1957,43,4.3597217,3
2,264,Office,83660,1,265,1980,20,4.922518,3
3,436,Residential,15574,1,437,1978,22,4.1924,3
4,616,Education,117814,6,617,1966,34,4.2930307,3
12,1040,Office,126960,1,1041,1999,1,5.103667,4
0,78,Education,76257,1,79,2014,14,4.88228,2
13,1091,Residential,233341,1,1092,2002,2,5.367991,4
0,101,Office,18860,1,102,1993,7,4.275542,2
15,1405,Residential,142901,1,1406,2014,14,5.1550355,4
5,738,Education,95433,4,739,1973,27,4.377634,4
5,660,Entertainment,5447,1,661,1983,17,3.7361574,4
0,104,Office,45330,1,105,2010,10,4.656386,2
2,240,Residential,111304,1,241,1971,29,5.0465107,3
9,988,Office,24463,1,989,1990,10,4.3885098,4
1,151,Office,30495,8,152,2004,4,3.581039,2
3,496,Community,16200,1,497,1994,6,4.209515,3
15,1334,Office,130794,1,1335,1940,60,5.1165876,4
13,1087,Office,56569,1,1088,2004,4,4.7525787,4
14,1231,Education,13220,1,1232,2015,15,4.1212316,4
0,34,Residential,42731,1,35,2009,9,4.630743,2
1,136,Residential,56467,9,137,1967,33,3.7975445,2
3,415,Education,41329,1,416,1969,31,4.616255,3
4,636,Education,6564,3,637,1916,84,3.3400474,4
9,887,Residential,69754,1,888,2017,17,4.8435693,4
2,273,Office,140345,1,274,2020,20,5.147197,3
0,31,Education,61904,1,32,2008,8,4.7917185,2
4,644,Entertainment,261091,3,645,1930,70,4.939669,4
6,773,Residential,93313,1,774,1971,29,4.969942,4
2,243,Parking,557217,1,244,2011,11,5.746024,3
5,671,Residential,7589,3,672,1983,17,3.4029489,4
15,1435,Education,9552,1,1436,1968,32,3.9800944,4
3,300,Education,62800,1,301,2021,21,4.79796,3
9,935,Office,16135,1,936,1985,15,4.207769,4
14,1272,Community,247471,1,1273,1987,13,5.393524,4
6,763,Office,54597,1,764,1979,21,4.737169,4
15,1414,Residential,65663,1,1415,1982,18,4.817321,4
3,410,Education,64113,1,411,1931,69,4.8069463,3
3,408,Entertainment,16098,1,409,1936,64,4.206772,3
2,224,Education,272278,1,225,1962,38,5.4350123,3
2,235,Education,9309,1,236,1977,23,3.968903,3
10,1014,Office,43094,3,1015,2019,19,4.157275,4
3,533,Residential,11900,1,534,1983,17,4.0755467,3
14,1278,Education,79949,1,1279,1968,32,4.902813,4
10,1010,Office,11419,1,1011,1997,3,4.057628,4
9,942,Residential,57334,1,943,2021,21,4.7584124,4
14,1267,Education,138977,1,1268,1979,21,5.142943,4
12,1052,Retail,45305,2,1053,2000,0,4.3551064,4
2,230,Education,10334,1,231,1985,15,4.0142684,3
14,1255,Office,23702,1,1256,2004,4,4.374785,4
9,978,Education,258491,1,979,1978,22,5.4124455,4
14,1283,Community,76537,1,1284,1987,13,4.8838716,4
8,810,Entertainment,3729,1,811,2001,1,3.5715923,4
2,159,Education,9788,1,160,2006,6,3.990694,3
5,668,Entertainment,47275,2,669,1983,17,4.3735924,4
9,968,Education,153999,1,969,2002,2,5.187518,4
5,737,Education,14790,1,738,1983,17,4.169968,4
9,969,Education,193723,1,970,1966,34,5.2871814,4
9,897,Education,37775,1,898,1976,24,4.5772047,4
8,807,Entertainment,3000,1,808,1998,2,3.4771214,4
15,1325,Entertainment,155177,1,1326,1922,78,5.1908274,4
0,41,Office,93860,1,42,1975,25,4.972481,2
15,1397,Residential,19984,1,1398,1921,79,4.3006825,4
3,291,Community,90635,1,292,2018,18,4.957296,3
2,213,Education,49662,1,214,1971,29,4.6960244,3
9,912,Education,52559,1,913,2008,8,4.720647,4
2,269,Entertainment,809530,1,270,1965,35,5.908233,3
2,200,Entertainment,143093,1,201,1971,29,5.155618,3
5,716,Education,37265,3,717,1926,74,4.0941567,4
13,1075,Office,72709,1,1076,1993,7,4.861588,4
8,857,Entertainment,4000,1,858,2013,13,3.60206,4
3,416,Community,7079,1,417,2021,21,3.849972,3
15,1368,Entertainment,199037,1,1369,1956,44,5.298934,4
13,1172,Industrial,63847,1,1173,2016,16,4.8051405,4
2,162,Education,98829,1,163,1975,25,4.9948845,3
3,329,Entertainment,3133,1,330,1991,9,3.4959605,3
12,1041,Education,8073,1,1042,1974,26,3.9070349,4
2,251,Education,12773,1,252,1998,2,4.1062927,3
4,640,Entertainment,36180,9,641,1973,27,3.604226,4
15,1383,Education,105612,1,1384,1974,26,5.023713,4
15,1434,Education,33148,1,1435,1974,26,4.5204573,4
3,453,Community,24875,1,454,1991,9,4.395763,3
8,830,Warehouse,15120,1,831,2023,23,4.1795516,4
8,816,Entertainment,356,1,817,2021,21,2.55145,4
12,1050,Office,50493,2,1051,1973,27,4.4021926,4
4,630,Education,93420,5,631,1955,45,4.27147,3
14,1279,Office,64743,1,1280,2015,15,4.811193,4
3,299,Education,356000,1,300,2021,21,5.55145,3
9,936,Residential,11350,1,937,1975,25,4.054996,4
14,1264,Education,33012,1,1265,1996,4,4.518672,4
2,169,Education,179559,1,170,2013,13,5.254207,3
9,923,Education,24992,1,924,1976,24,4.397801,4
10,1015,Other,4607,1,1016,1974,26,3.6634183,4
9,943,Entertainment,5682,1,944,1967,33,3.7545013,4
9,928,Education,179115,1,929,2012,12,5.253132,4
2,274,Office,42214,1,275,1992,8,4.6254563,3
2,282,Office,28750,1,283,1966,34,4.4586377,3
3,419,Education,271300,1,420,1947,53,5.4334497,3
14,1246,Office,50327,1,1247,2004,4,4.701801,4
5,695,Education,121062,3,696,1983,17,4.6058865,4
13,1204,Office,38382,1,1205,2001,1,4.5841274,4
9,960,Education,56137,1,961,1991,9,4.749249,4
7,797,Education,764237,13,798,1986,14,4.7692814,4
15,1343,Office,110380,1,1344,1992,8,5.0428905,4
0,6,Residential,27926,1,7,1988,12,4.4460087,1
0,9,Office,27000,1,10,2017,17,4.4313636,1
5,740,Education,37975,1,741,1983,17,4.579498,4
3,397,Community,54061,1,398,2013,13,4.732884,3
3,473,Community,46007,1,474,1957,43,4.6628237,3
6,785,Education,250000,1,786,2011,11,5.39794,4
15,1393,Entertainment,151900,1,1394,1997,3,5.1815577,4
9,975,Entertainment,426472,1,976,1975,25,5.6298904,4
13,1191,Education,192152,1,1192,2005,5,5.2836447,4
3,517,Residential,2210,1,518,2014,14,3.3443923,3
2,239,Residential,106440,1,240,1970,30,5.027105,3
5,659,Entertainment,15306,2,660,1983,17,3.8838317,4
4,642,Education,30401,4,643,1984,16,3.8808136,4
15,1365,Residential,129664,1,1366,1948,52,5.112819,4
4,585,Community,132394,7,586,1956,44,4.2767606,3
3,376,Office,585955,1,377,1949,51,5.767864,3
3,386,Entertainment,17262,1,387,2010,10,4.237091,3
0,65,Residential,53130,1,66,2008,8,4.72534,2
15,1379,Office,49553,1,1380,1970,30,4.69507,4
9,925,Education,54405,1,926,2012,12,4.7356386,4
9,886,Education,69799,1,887,1967,33,4.843849,4
0,63,Residential,41617,1,64,2008,8,4.619271,2
9,984,Services,214252,1,985,1978,22,5.330925,4
3,431,Parking,1760,1,432,1991,9,3.2455127,3
0,5,Education,8000,1,6,2007,7,3.90309,1
13,1198,Education,85164,1,1199,1975,25,4.930256,4
15,1360,Entertainment,111530,1,1361,1995,5,5.047392,4
14,1319,Entertainment,287419,1,1320,1985,15,5.4585156,4
0,20,Education,110272,1,21,1984,16,5.042465,1
8,867,Community,65913,1,868,2008,8,4.818971,4
1,154,Office,34455,8,155,1914,86,3.634074,2
2,207,Community,99700,1,208,1993,7,4.9986954,3
14,1275,Office,114166,1,1276,2021,21,5.0575366,4
2,173,Education,90903,1,174,1967,33,4.958578,3
4,639,Education,14524,2,640,1971,29,3.8610563,4
1,124,Education,38319,6,125,1907,93,3.805229,2
8,848,Office,8552,1,849,2011,11,3.9320676,4
15,1372,Education,16289,1,1373,1964,36,4.2118945,4
13,1215,Parking,100328,1,1216,2021,21,5.001422,4
9,994,Education,108392,1,995,2007,7,5.0349975,4
3,557,Community,19000,1,558,1972,28,4.2787538,3
3,393,Education,59400,1,394,1907,93,4.7737865,3
14,1312,Residential,75000,1,1313,1978,22,4.875061,4
12,1054,Education,204998,4,1055,1993,7,4.7096853,4
7,790,Education,86111,8,791,1918,82,4.0319333,4
3,417,Education,69600,1,418,1985,15,4.8426094,3
4,652,Education,150887,9,653,1966,34,4.2244034,4
14,1292,Office,58196,1,1293,1987,13,4.764893,4
13,1175,Industrial,81372,1,1176,2018,18,4.910475,4
8,845,Entertainment,860,1,846,1969,31,2.9344985,4
6,782,Education,129344,1,783,1988,12,5.1117463,4
3,451,Entertainment,5013,1,452,1989,11,3.7000978,3
3,302,Education,57100,1,303,2022,22,4.756636,3
2,185,Education,84300,1,186,1996,4,4.9258275,3
4,586,Community,166514,5,587,1924,76,4.5224705,3
5,732,Education,66187,1,733,1983,17,4.8207726,4
9,877,Office,8004,1,878,2003,3,3.903307,4
4,600,Education,44182,5,601,1924,76,3.9462557,3
0,46,Retail,9045,1,47,2023,23,3.9564085,2
9,922,Education,147205,1,923,1978,22,5.1679225,4
5,715,Education,23153,2,716,1983,17,4.0635586,4
3,345,Residential,7250,1,346,1982,18,3.860338,3
